project_name,project_short,project_code,latitude,longitude,site_stage,site_type,site_subtype,site_commodities,tectonic_unit,resource_mt,resource_grade_gt,resource_oz,reserve_mt,reserve_grade_gt,reserve_oz,total_gold_oz,tenement_ids,tenement_types,tenement_holders,tenement_status,minedex_url
Richenda River - Turtle,Richenda River - Turtle,J00311,-17.416357,125.311807,Undeveloped,Deposit,Unspecified,"Au, Cu, Pb, Ag, As, Sb","Lamboo Province, Western Zone",0.25,3.75,30141.3,0.0,0.0,0.0,30141.3,E 04/2327-I,EXPLORATION LICENCE,MINGS MINING RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/3143c4f9-5bcd-4040-a556-ceb6c79d3fe0
Riverina East,Riverina East,J04984,-29.67185,120.576959,Shut,Mine,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.1369,7.1020599,31259.2,0.0,0.0,0.0,31259.2,M 30/91,MINING LEASE,RED DIRT MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/468a856e-a7fa-459d-9194-179b9cc31cbc
Roe,Roe,J04745,-30.715117,122.56706,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,34.504,1.61385347,1790292.4,7.3,1.72054795,403812.8,2194105.2,M 28/388,MINING LEASE,LAKE ROE GOLD MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/af03c9c6-f70b-4bb1-8dac-7e026eb7bf85
Ronstan,Ronstan,J01653,-29.068966,117.135508,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.0,0.0,0.0,0.001,10.0,321.5,321.5,P 59/2399-S; E 59/1996-I,PROSPECTING LICENCE; EXPLORATION LICENCE,"BLAIR, STEVEN GLENN; DC MINES PTY LTD",LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b3ee4fbf-01f1-4827-9019-fbfaf9ddfaed
Rose Dam,Rose Dam,J02780,-30.51037,121.279265,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.68,3.07352941,67195.0,0.0,0.0,0.0,67195.0,M 24/451,MINING LEASE,PADDINGTON GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/67764eb4-72c3-495a-b7ac-f783fcc1b50a
Rothsay,Rothsay,J00315,-29.289266,116.877668,Operating,Mine,Decline,"Au, Ag",Youanmi Terrane,1.551,6.77698259,337939.2,0.551,4.14047187,73348.6,411287.8,M 59/40-I,MINING LEASE,SILVER LAKE (ROTHSAY) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5f082349-9e74-4dd6-b6b6-933b560f4b25
Rowes Find - Kal East Gold Project,Kal East,J02127,-30.840877,122.83849,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,0.148,3.5,16654.1,0.0,0.0,0.0,16654.1,M 28/164,MINING LEASE,BLACK CAT (KAL EAST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6f2fe9c0-b129-4f8e-af10-914aff2a3edf
Ruby Queen - Halls Creek,Ruby Queen - Halls Creek,J00316,-18.454747,127.747209,Shut,Mine,Shaft,Au,"Lamboo Province, Eastern Zone",0.082,9.00731707,23746.5,0.0,0.0,0.0,23746.5,P 80/1883; P 80/1884,PROSPECTING LICENCE; PROSPECTING LICENCE,"DOUGLAS, MARK JAMES; HORROCKS ENTERPRISES PTY LTD",PENDING; PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/7d23479a-fcec-4b5b-8a4b-33f7e0afb1cd
Ruby Well / Rubianna,Ruby Well,J00952,-25.958216,118.779713,Shut,Mine,Shaft,Au,Bryah Basin,0.229,2.89650655,21325.6,0.0,0.0,0.0,21325.6,M 51/291,MINING LEASE,REEF MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/88dba4a0-d4dc-428e-a05e-1b47260eb39a
Saddows,Saddows,J02129,-28.188898,116.701883,Shut,Mine,Shaft,"Au, Cu",Youanmi Terrane,0.007,16.0,3600.9,0.0,0.0,0.0,3600.9,P 59/2323,PROSPECTING LICENCE,"WHITE, DARREN MICHAEL",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/95886229-6345-4e25-a217-0bb1af436e65
Salt Creek,Salt Creek,J00657,-20.757098,117.704508,Undeveloped,Deposit,Unspecified,"Zn, Pb, Cu, Ag, Au",Mallina Basin,2.745,0.16542805,14599.6,0.79,0.27,6857.7,21457.3,M 47/323,MINING LEASE,VENTUREX PILBARA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9c84a549-56b6-4cb2-9b29-6d84491c8588
Sandstone / Alto,Sandstone,J02278,-28.148076,119.506412,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,23.5,1.24680851,942015.5,0.0,0.0,0.0,942015.5,M 57/652,MINING LEASE,SANDSTONE EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ba6f3707-e005-4a8b-8841-ad7eddefe544
Scotia Gold,Scotia,J02508,-30.149387,121.233066,Care and Maintenance,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,1.1,2.1,74268.1,0.0,0.0,0.0,74268.1,M 29/428,MINING LEASE,SHINE RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e734d93a-530d-4f4c-8530-a151bb72c0fc
Sharks Gully - Kangaroo Flats,Sharks Gully - Kangaroo Flats,J00327,-21.468796,119.616106,Shut,Mine,Openpit,Au,Warrawoona  Large Igneous Province,1.0,0.8,25720.6,0.0,0.0,0.0,25720.6,P 45/3234,PROSPECTING LICENCE,"WOELK, ADAM",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ef6d665a-5b38-475d-91e3-6c97ce2ee567
Side Well,Side Well,J04164,-26.567807,118.59205,Undeveloped,Deposit,Unspecified,"Au, Cu, Zn, Ag",Youanmi Terrane,16.042,1.98353073,1023028.8,0.0,0.0,0.0,1023028.8,E 51/1905,EXPLORATION LICENCE,GREAT BOULDER RESOURCES LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4e2a5633-5a32-4c64-a70f-fa1510fa0785
Slate Dam,Slate Dam,J05346,-30.897916,122.044966,Shut,Mine,Openpit,"Au, Ag",Yilgarn Craton granites,2.116,1.69224953,115125.2,0.0,0.0,0.0,115125.2,M 25/104,MINING LEASE,BLACK CAT (KAL EAST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1a94435e-46a5-4c52-874f-6e1fa9075f22
Snake Well,Snake Well,J00051,-27.952363,116.057992,Proposed,Mine,Openpit,Au,Yilgarn Craton granites,2.753,2.26366509,200359.0,0.0,0.0,0.0,200359.0,M 59/565,MINING LEASE,ADAMAN MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b18c9311-b263-438f-83c7-bb8dd4f9a587
South Kalgoorlie Operations,South Kalgoorlie Operations,J00276,-31.080905,121.432009,Shut,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,36.791,2.67564894,3164908.5,6.087,3.62909479,710218.6,3875127.1,M 15/717,MINING LEASE,MT MARION LITHIUM PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/72795767-1009-44ca-aaac-ef19cac56e95
South Telfer - Hasties,Hasties,J05565,-21.827296,122.15916,Undeveloped,Deposit,Unspecified,"Au, Cu, As, Ag",Yeneena Basin,0.87,0.95372414,26676.7,0.0,0.0,0.0,26676.7,E 45/4336,EXPLORATION LICENCE,SOUTH TELFER MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2552ebe1-c8d5-4ec2-8caa-87616d9b244d
South Three - Kal East,South Three - Kal East,J03356,-30.894652,121.950554,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,1.298,1.3229584,55209.2,0.3495,1.5,16855.0,72064.2,P 25/2323,PROSPECTING LICENCE,BLACK CAT (KAL EAST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/08ec04ae-bdec-435e-8977-e5a2a72e2150
Southern Cross - Central Zone,Southern Cross Central Zone,J06989,-31.191597,119.280855,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.0493,1.48,2345.8,0.0,0.0,0.0,2345.8,P 77/4349,PROSPECTING LICENCE,EMERALD RESOURCES (WA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9bede008-85e8-b876-b92a-c1ace77e865c
Southern Cross - Southern Zone,Southern Cross Southern Zone,J06990,-31.319825,119.328112,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,0.3,1.5,14467.8,0.0,0.0,0.0,14467.8,P 77/4607,PROSPECTING LICENCE,GOLDEN HORSE MINERALS (AUST) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7e8a1750-0edb-c9fc-47d8-bf22a7d8a7a0
Split Rocks ,Split Rocks ,J05371,-31.791238,119.599211,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,21.3,1.02769953,703778.8,0.0,0.0,0.0,703778.8,E 77/2388,EXPLORATION LICENCE,BLACK DRAGON ENERGY (AUS) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5dc6fe79-3ea3-45d1-8d88-b4947172e4ae
Stakewell,Stakewell,J04140,-27.020785,118.185645,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,0.19,3.45789474,21123.0,0.0,0.0,0.0,21123.0,M 51/908,MINING LEASE,DIVERSIFIED ASSET HOLDINGS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6bbb2f85-3ea0-4ee3-bb66-ece7eb2be5f1
Strelley - McPhees,Strelley - McPhees,J02729,-21.044947,118.951907,Undeveloped,Deposit,Unspecified,Au,Warrawoona  Large Igneous Province,0.033,2.18,2312.9,0.0,0.0,0.0,2312.9,E 45/5609; L 45/453,EXPLORATION LICENCE; MISCELLANEOUS LICENCE,NGUNGAJU LITHIUM OPERATIONS PTY LTD; PILBARA MINERALS LIMITED,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/bc07b4fc-d3c1-43b6-ae68-b2422dae5cf8
Sulphur Springs,Sulphur Springs,J03305,-21.146496,119.211963,Operating,Mine,Decline,"Zn, Cu, Pb, Ag",Soanesville Basin,13.799,0.11015291,48869.1,8.8,0.1,28292.6,77161.7,M 45/494,MINING LEASE,VENTUREX SULPHUR SPRINGS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9238fc49-08d3-45f0-8879-50cc5ac8a158
Sunrise Dam,Sunrise Dam,J01703,-29.079391,122.419363,Operating,Mine,Decline,"Au, Ag, As",Eastern Goldfields Superterrane,84.74,1.88118008,5125181.7,14.97,2.01202405,968379.1,6093560.8,M 39/1116,MINING LEASE,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d173297d-0722-4aac-8c38-5dae22eaacfb
Sunset Well,Sunset Well,J01874,-28.866166,121.415011,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,1.096,1.4,49332.0,0.0,0.0,0.0,49332.0,P 37/9695,PROSPECTING LICENCE,BERMA PROSPECTING PTY LTD,PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/78549d61-cbf2-4dd6-a971-bb5dd8711efc
Surprize,Surprize,J01003,-21.173044,119.482785,Shut,Infrastructure,Tailings storage facility,"Au, Ag",Warrawoona  Large Igneous Province,0.02,0.5,321.5,0.0,0.0,0.0,321.5,E 45/6406,EXPLORATION LICENCE,MINING EQUITIES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4b68d3f2-c4b3-462e-99b2-14586d1d70fb
Swincers,Swincers,J01085,-28.258657,122.428911,Undeveloped,Deposit,Unspecified,"Au, Ag",Burtville Terrane,0.004,9.7,1247.4,0.0,0.0,0.0,1247.4,E 38/2805,EXPLORATION LICENCE,REGIS RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b011bd6d-0ce6-4d94-b590-5b76b5af232a
Symes Find / Mt Hampton,Symes Find,J05005,-31.834255,119.065112,Operating,Mine,Openpit,"Au, Ag",Yilgarn Craton granites,0.32,1.3,13374.7,0.32,1.3,13374.7,26749.4,M 77/1111,MINING LEASE,EDNA MAY OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7222041c-5598-40ad-aff1-7089964fce59
Tambourah Gold and Copper,Tambourah Gold and Copper,J06200,-21.742349,119.21361,Shut,Mine,Scraping-Detecting area,Au,Warrawoona  Large Igneous Province,0.035,0.3,337.6,0.0,0.0,0.0,337.6,E 45/5721,EXPLORATION LICENCE,EV MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/738c8e15-9f58-d806-107a-6c15b917b3a0
Tampia,Tampia,J01073,-32.163476,118.451144,Care and Maintenance,Mine,Openpit,"Au, Ag",Yilgarn Craton granites,0.77,0.9,22280.4,0.77,0.9,22280.4,44560.8,M 70/816,MINING LEASE,TAMPIA OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/429f4e35-78f9-4449-bfe3-b29d8d225377
Tarmoola - King of the Hills,Tarmoola - King of the Hills,J00186,-28.663581,121.165912,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,139.089,0.93319601,4173074.1,126.736,0.58317763,2376245.4,6549319.5,M 37/67,MINING LEASE,GREENSTONE RESOURCES (WA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/43623019-bbea-4247-ba11-5efce0781096
Tarraji,Tarraji,J01964,-16.56072,124.199018,Undeveloped,Deposit,Unspecified,"Cu, Ag, Pb, Zn, Co","Lamboo Province, Western Zone",1.17,1.0,37616.3,0.0,0.0,0.0,37616.3,E 04/2315,EXPLORATION LICENCE,DREADNOUGHT EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0bc614b4-4488-4e65-af68-a7c3cb145fe0
Teal - Peyes Farm,Teal - Peyes Farm,J01699,-30.698128,121.383695,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,5.3928,1.99127578,345252.0,0.0,0.0,0.0,345252.0,M 26/621,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a3f688fe-7faf-4cb3-b5f1-5b1b7aea4abe
Telfer / Newcrest,Telfer,J00338,-21.72012,122.185081,Operating,Mine,Openpit,Au,Yeneena Basin,418.2,0.59021999,7935757.3,46.1,0.48171367,713970.6,8649727.9,M 45/7,MINING LEASE,"NEWCREST USA, INC.",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/73bfe816-3d67-4cd4-804a-526fa26b4257
Teutonic Bore - Jaguar,Teutonic Bore - Jaguar,J01287,-28.478179,121.158923,Care and Maintenance,Mine,Decline,"Zn, Cu, Ag, Au, Pb",Eastern Goldfields Superterrane,5.7,0.66666667,122172.7,0.0,0.0,0.0,122172.7,M 37/1290,MINING LEASE,ROUND OAK JAGUAR PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/54462a4e-bfac-4890-ad55-f72003ed42f4
The Mount,The Mount,J01339,-31.528291,121.56948,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,0.888,4.7472973,135534.5,0.021,4.9,3308.3,138842.8,L 15/245; M 15/30,MISCELLANEOUS LICENCE; MINING LEASE,ST IVES GOLD MINING COMPANY PTY LIMITED; LUKAH MINING PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2826d7dd-7a0a-404c-a96b-4de1d8989ec1
Three Boys Hill,Three Boys Hill,J01135,-31.231765,119.317309,Shut,Mine,Tailings storage facility,Au,Youanmi Terrane,0.004,1.8,231.5,0.0,0.0,0.0,231.5,M 77/109,MINING LEASE,BARTO GOLD MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6efb99e8-b3bc-472c-90cf-46b93fc3c1f2
Thunderbox Gold,Thunderbox,J02419,-28.195991,121.007295,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,85.971,1.71108746,4729493.4,35.502,1.72569151,1969728.7,6699222.1,M 36/504,MINING LEASE,NORTHERN STAR (THUNDERBOX) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/95e9a149-7023-484d-9ea3-bbbb869916a5
Tropicana,Tropicana,J02723,-29.246066,124.553911,Operating,Mine,Openpit,"Au, Ag",Tropicana Zone,90.0,1.86366667,5392636.9,37.6,1.58643617,1917789.3,7310426.2,M 39/1096,MINING LEASE,AFB RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a63ef02-c86a-417f-96de-687c5cbaca31
Tropicana North - Thunderstruck JV,Thunderstruck,J03755,-28.733497,124.937572,Undeveloped,Deposit,Unspecified,"Au, Ag",Boodie Boodie Shelf,0.463,4.7425486,70596.5,0.0,0.0,0.0,70596.5,E 38/3244,EXPLORATION LICENCE,CARAWINE RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/81d3d90e-3598-43d6-a7a1-5ce0f708274b
Tuckanarra Gold,Tuckanarra,J03480,-27.109814,118.098557,Proposed,Mine,Openpit,"Au, Ag",Youanmi Terrane,4.96,2.4141129,384972.5,0.0,0.0,0.0,384972.5,M 20/527,MINING LEASE,MONUMENT MURCHISON PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8f3d8d92-b19d-4d54-9756-dd3b798074d2
Tumblegum South,Tumblegum South,J05974,-26.934587,118.647977,Operating,Mine,Unspecified,"Au, Cu, Ag",Youanmi Terrane,0.616,2.2799513,45154.1,0.0,0.0,0.0,45154.1,M 51/888,MINING LEASE,WHITE STAR MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8fa6120c-8eec-0ee0-dd27-b238638380e2
Turner River - Orchard Well,Turner River - Orchard Well,J03203,-20.768912,118.802349,Undeveloped,Deposit,Unspecified,"Pb, Zn, Cu, Ag, Au",Sisters Supersuite,3.47,0.83458213,93108.4,0.0,0.0,0.0,93108.4,E 45/2533-I,EXPLORATION LICENCE,NORTHERN STAR (PILBARA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a7c5bab7-7862-47b8-bc3b-7dfbaaeed0c0
Twin Hills / Melrose,Twin Hills,J01345,-29.448376,121.122011,Care and Maintenance,Mine,Shaft,"Au, Ag",Yilgarn Craton granites,0.017,20.86,11401.3,0.0,0.0,0.0,11401.3,M 29/21,MINING LEASE,MELROSE RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a23eb89e-3db5-4106-801d-6dc987345b18
Two Dees / Nankivell,Two Dees,J04727,-29.256987,121.332209,Proposed,Mine,Unspecified,Au,Eastern Goldfields Superterrane,0.02,14.0,9002.2,0.0,0.0,0.0,9002.2,M 40/334,MINING LEASE,SEPIA RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6ad63881-eb4d-4f05-b647-99c9fabbfdfb
Ubini,Ubini,J04249,-30.946877,120.93482,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,0.02,3.15,2025.5,0.0,0.0,0.0,2025.5,M 15/1807,MINING LEASE,GEKO EXPLORE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a602f5c3-63ab-4221-b4b3-ec61c6bb6f1b
Ulysses Gold,Ulysses,J02010,-29.183246,121.325998,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,35.072,2.03659615,2296444.1,8.99,2.00500556,579516.4,2875960.5,M 40/166; L 40/24,MINING LEASE; MISCELLANEOUS LICENCE,ULYSSES MINING PTY LTD; MURRIN MURRIN OPERATIONS PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/81931254-0c00-41c5-b4ee-4486bd0fc869
Van Uden - Mt Holland,Van Uden - Mt Holland,J01565,-32.150655,119.651209,Shut,Mine,Openpit,Au,Youanmi Terrane,5.378,1.37514132,237770.8,0.0,0.0,0.0,237770.8,M 77/477,MINING LEASE,BARTO GOLD MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/16370681-de1a-49dc-942b-e08883b75c89
Vivien,Vivien,J04242,-27.976811,120.568536,Care and Maintenance,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,2.096,4.11860687,277544.1,0.11,4.0,14146.3,291690.4,M 36/34,MINING LEASE,DISTILLED ANALYTICS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1e7400d6-5cd3-49d0-98cc-e9d0814cec76
Wallbrook,Wallbrook,J05413,-29.858088,122.310313,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,5.67,1.68677249,307489.3,0.0,0.0,0.0,307489.3,M 31/231,MINING LEASE,NEXUS WALLBROOK PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/3ca7b5d8-3e46-4310-a2c8-b774c63ef2b6
Warrawoona Gold / Calidus,Warrawoona,J02267,-21.338096,119.892312,Operating,Mine,Openpit,"Au, Ag",Warrawoona  Large Igneous Province,35.63,1.09133034,1250151.0,8.0,1.835,471972.3,1722123.3,M 45/669,MINING LEASE,KERAS (PILBARA) GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2f6a7791-3a58-49a7-a528-57f87c77a5db
Wattle Dam - Spargoville Gold,Wattle Dam - Spargoville,J01037,-31.374215,121.488413,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,2.4,1.475,113813.5,0.0,0.0,0.0,113813.5,M 15/1101,MINING LEASE,MAXIMUS RESOURCES LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a39134df-c863-4161-80a0-563ea5ceadb8
Webbs Patch,Webbs Patch,J03874,-27.586937,118.064707,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.024,6.8,5247.0,0.0,0.0,0.0,5247.0,E 21/197,EXPLORATION LICENCE,MURCHISON GOLD MINES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/88bc84af-5d86-4267-b046-d16cf873bdf1
Weerianna,Weerianna,J05977,-20.762377,117.110613,Undeveloped,Deposit,Unspecified,"Au, Ag",Nickol River Basin,0.975699,2.0,62738.8,0.0,0.0,0.0,62738.8,M 47/223; L 47/1096,MINING LEASE; MISCELLANEOUS LICENCE,WESTERN METALS PTY LTD; AZURE MINERALS PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/fa4d87f5-0263-af7f-601b-65e44b06daf5
Western Queen - Warda Warra,Western Queen - Warda Warra,J00354,-27.532551,117.125364,Shut,Mine,Openpit,"Au, W",Youanmi Terrane,3.71,3.12849057,373163.5,0.0,0.0,0.0,373163.5,M 59/208,MINING LEASE,WESTERN QUEEN PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a264f9fb-cc0a-49a5-961c-004cd71258fd
Westonia Heap Leach,Westonia Heap Leach,J01585,-31.335938,118.769512,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.23,1.0,7394.7,0.0,0.0,0.0,7394.7,P 77/4054; P 77/3315,PROSPECTING LICENCE; PROSPECTING LICENCE,"EDNA MAY OPERATIONS PTY LTD; BAKER, GEOFFERY SAMUEL",PENDING; PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/b411cf2e-d5d6-4218-b2eb-92006eac53fa
Whim Creek - Mons Cupri,Whim Creek - Mons Cupri,J00711,-20.881539,117.808033,Care and Maintenance,Mine,Openpit,"Cu, Zn, Pb, Ag, Au",Mallina Basin,7.655,0.09293272,22872.0,3.27,0.16776758,17637.9,40509.9,M 47/238,MINING LEASE,VENTUREX PILBARA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b3eefac-224d-4c1f-93ba-081a52934b3d
White Well,White Well,J03549,-27.392057,118.185908,Proposed,Mine,Openpit,Au,Youanmi Terrane,4.57,0.76236324,112013.0,0.0,0.0,0.0,112013.0,M 20/54,MINING LEASE,LAKE AUSTIN MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/13209b60-c2e5-4ed5-aaeb-d769e01f13fa
Whiteheads,Whiteheads,J04224,-30.154563,121.700596,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.138,1.4,6211.5,0.0,0.0,0.0,6211.5,E 27/544,EXPLORATION LICENCE,GREAT WESTERN GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/48ae95ba-3cbf-4503-9d59-3215f570ee7c
Whundo Base Metals,Whundo,J00712,-21.066653,116.936078,Undeveloped,Deposit,Unspecified,"Zn, Cu, Pb, Ag, Au",Northwest Pilbara Sub-basin,0.916,0.2,5890.0,0.0,0.0,0.0,5890.0,M 47/7,MINING LEASE,WHUNDO COPPER MINES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/dd2fe54e-45fe-4067-b9d6-595e58ee552a
Widgiemooltha Gold,Widgiemooltha Gold,J02853,-31.502883,121.530909,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,3.65,1.23479452,144903.2,0.125,1.8,7233.9,152137.1,M 15/87,MINING LEASE,WIDGIE GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c0974282-49f4-47cf-ad68-559828f75da7
Wild-Viper,Wild-Viper,J00438,-28.301147,121.202807,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,0.05,2.0,3215.1,0.0,0.0,0.0,3215.1,E 37/1214,EXPLORATION LICENCE,NORTHERN STAR (SR MINING) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a6fb4c5e-3f28-4fe7-a748-3153e66d9cfb
Wilthorpe,Wilthorpe,J03101,-25.543376,118.361713,Undeveloped,Deposit,Unspecified,"Au, Ag",Padbury Basin,1.257,1.52788385,61747.0,0.0,0.0,0.0,61747.0,M 52/1067,MINING LEASE,RESOURCEFUL MINING GROUP PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4e7ee3cd-75eb-4b6c-836b-4c191aa5e2eb
Wiluna Calcine Tailings,Wiluna Calcine Tailings,J04172,-26.624739,120.25782,Proposed,Mine,Tailings storage facility,"Au, Ag",Eastern Goldfields Superterrane,33.6,0.57209821,618016.8,0.0,0.0,0.0,618016.8,M 53/96; G 53/29,MINING LEASE; GENERAL PURPOSE LEASE,WILUNA OPERATIONS PTY LTD; WILUNA OPERATIONS PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/01574a53-9876-4697-a6ec-80dd65f1526f
Windanya,Windanya,J04955,-30.354497,121.254933,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,1.0193,1.30242323,42682.0,0.0,0.0,0.0,42682.0,M 24/1004,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0be6d6fe-27fe-433a-8abb-f40da511120a
